"c_host_response_id","c_host_id","c_vaccine_id","c_immune_response","c_pathogen_id","c_host_strain","c_vaccination_protocol","c_route","c_persistence","c_protection_efficacy","c_side_effects","c_challenge_protocol","c_description","c_curation_flag","c_deleted","c_immune_response_assay_type","c_immune_response_type","c_immune_response_type2","c_age","c_gender","c_cellType"
15,3,15,"",7,Male A/J mice obtained from the National Cancer Institute,"Mice were immunized with AVA formulated with and without CpG ODN, PLG, or CpG ODN adsorbed onto PLG (CpG ODN-PLG).  The mice were bled weekly, and their serum was stored at â€“20Â°C until use.  Mice were challenged intraperitoneally with 3 x 102 to 9 x 103 50% lethal doses (LD50) of STI spores suspended in 0.5 ml of sterile phosphate-buffered saline (1 LD50 = 1.1 x 103 STI spores).  Survival was monitored for 21 days  [Ref43:Xie et al., 2005]. 
                                                                                                                                        ",i.p.,"Immunized mice were protected from lethal anthrax challenge within 1 week of vaccination with CpG ODN-PLG plus AVA, with the level of protection correlating with serum immunoglobulin G anti-protective antigen titers  [Ref43:Xie et al., 2005]. ","Coadministering CpG ODN-PLG with 8 to 25 Âµl of AVA boosted the resultant IgG anti-PA antibody response by nearly 50-fold compared to AVA alone  [Ref43:Xie et al., 2005].",No side effects noted.,,"This work examines the ability of immunostimulatory CpG oligodeoxynucleotides (ODN) adsorbed onto cationic polylactide-co-glycolide (PLG) microparticles (CpG ODN-PLG) to accelerate and boost the protective immunity elicited by AVA. The results indicate that coadministering CpG ODN-PLG with AVA induces a stronger and faster immunoglobulin G response against the protective antigen of anthrax than AVA alone  [Ref43:Xie et al., 2005].  ",10,0,,,,,,
16,3,17,"",7,"Female Balb/C mice (8â€“10 weeks old) were from Simenson Lab (Gilroy, CA)","40 Î¼g of pGPA in PBS (10 mM, pH 7.4) or in the perflubron-based microemulsion was dripped onto the hair-removed area on the back. Immunization was completed by simply injecting mice in their flank with recombinant PA protein (rPA, List Biological Laboratories, Inc., Campbell, CA, 5 Î¼g/mouse) adsorbed on aluminum hydroxide gel (Alum, USP grade, Spectrum, New Brunswick, NJ, 15 Î¼g/mouse). Mice were either left untreated or s.c. injected with rPA (5 Î¼g/mouse) adjuvanted with Alum (15 Î¼g/mouse) on day 0. On days 14, 21, and 28, half of the mice that were injected with the rPA/Alum were topically dosed onto their skin with the pGPA-incorporated microemulsion (rPA s.c. + pGPA), while the others were left untreated.  On day 35, mice were euthanized, and the levels of anti-PA IgG subtypes (IgG1 and IgG2a) in the serum samples were determined using ELISA  [Ref44:Cui et al., 2006].",s.c.,"Mice were either left untreated or s.c. injected with rPA (5 Î¼g/mouse) adjuvanted with Alum (15 Î¼g/mouse) on day 0. On days 14, 21, and 28, half of the mice that were injected with the rPA/Alum were topically dosed onto their skin with the pGPA-incorporated microemulsion (rPA s.c. + pGPA), while the others were left untreated.  On day 35, mice were euthanized, and the levels of anti-PA IgG subtypes (IgG1 and IgG2a) in the serum samples were determined using ELISA  [Ref44:Cui et al., 2006]. ","As expected, anthrax LT-neutralization activity was not detectable in any of the mice topically immunized with the pGPA alone on their skin. However, at the same dilution (10-fold), LT-neutralization activity was detectable in the serum of all mice topically immunized with the pGPA-incorporated microemulsion  [Ref44:Cui et al., 2006].","No side effects noted [Ref44:Cui et al., 2006].",,"AVA has several serious drawbacks, most notably the lengthy and complicated dosing schedule. Thus, there is a critical need to develop an alternative anthrax vaccine with a simplified immunization schedule. This study makes such an attempt through topically priming or boosting onto the skin using an anthrax protective antigen (PA) protein-encoding DNA vaccine. Topical immunization of mice onto their skin with a perflubron-based microemulsion incorporated with a PA63-encoding plasmid, pGPA, led to significant PA-specific antibody responses, which have anthrax lethal toxin(LT)-neutralization activity. Also, topical boosting of mice primed with PA protein with the pGPA-incorporated perflubron-based microemulsion significantly enhanced the anti-PA antibody responses induced. This topical anthrax DNA vaccine has the potential to be combined with a vaccine, such as the current AVA, to produce a simplified and more convenient dosing schedule  [Ref44:Cui et al., 2006]. ",11,0,,,,,,
17,5,15,"",7,Rhesus Macaques,"In the first experiment, rhesus macaques were immunized at 0 and 6 weeks with 0.5 ml of AVA plus 250 Î¼g of an equimolar mixture of 3 CpG ODN, and then challenged with 105 Sterne strain anthrax spores when serum anti-PA titers returned to baseline at week 26. 
In the second experiment, macaques were immunized with 0.5 ml of AVA plus 500 ug of ODN 7909 or the above mixture of 3 CpG ODN [Ref37: Klinman et al., 2004].",s.c.,"The results show that co-administering CpG ODN with AVA generates high levels of toxin neutralizing antibodies very rapidly, exceeding AVA alone by 17-fold at 11 days post-immunization  [Ref37:Klinman et al., 2004]. ","Macaques immunized with AVA+ODN 7909 had on average a 17-fold higher toxin neutralizing titer than those immunized with AVA alone [Ref37:Klinman et al., 2004].","No serious local or systemic adverse reactions were observed in any of the macaques treated with CpG ODN plus AVA [Ref37:Klinman et al., 2004].",,"Synthetic oligodeoxynucleotides (ODN) containing immunostimulatory CpG motifs can improve the immune response to co-administered antigens. In mice, CpG ODN have been shown to boost the protective efficacy of vaccines against bacterial, viral and parasitic pathogens. However, due to evolutionary divergence in CpG recognition between species, ODNs that are highly active in rodents may be less efficacious in primates. Thus, pre-clinical studies to examine whether CpG ODN can accelerate and boost the immune response elictied by AVA must be conducted in a pertinent primate model. This study shows that co-administering GMP-grade CpG ODN with AVA to rhesus macaques does indeed increase rapidity, titer, affinity, and protective efficacy of their resultant IgG anti-PA response  [Ref37:Klinman et al., 2004].",10,0,,,,,,
33,3,25,"",7,Swissâ€“Webster (NIH),"Female National Institutes of Health Swissâ€“Webster mice were immunized 3 times at 2-week intervals with 2.5 Î¼g of PGA as a conjugate in 0.1 ml of PBS, and groups of 10 mice were exsanguinated 7 days after the second or third injections. Controls received PBS [Ref30:Schneerson et al., 2003].",s.c.,"Native Î³dPGA from the capsule of B. anthracis elicited trace levels of antibodies after the third injection. All of the conjugates, in contrast, elicited IgG anti-Î³dPGA after 2 injections. Conjugates of B. anthracis Î³dPGA and of B. pumilus  Î³d(60%)l(40%)PGA elicited IgG anti-Î³dPGA of intermediate levels after 2 injections with a booster after the third. IgG anti-Î³dPGA levels induced by the different conjugates overlapped. The highest levels were achieved with peptide decamers, 16 mol per protein for rPA/Cys-Gly3-Î³dPGA10-C, 11 and 14 mol/protein for rPA-SH/Gly3-Î³dPGA10-C. rPA was a more effective carrier than rEPA or BSA. With the exception of rPA-SH/Gly3-Î³dPGA10-C, with 11 chains per protein, all conjugates elicited a rise (mostly nonsignificant) after the third injection. Conjugates prepared with l peptides bound at either the C- or N-terminus induced low levels of IgG anti-Î³dPGA [Ref30:Schneerson et al., 2003].","Sera from normal mice or those immunized with rEPA or rPA did not have opsonophagocytic activity. There is a rough correlation between the level of IgG anti-Î³dPGA and opsonophagocytosis in mice immunized with BSA-SH/Gly3-Î³dPGA10-C or BSA-SH/Gly3-Î³dPGA10-C (r = 0.7, P = 0.03). Addition of Î³dPGA from B. anthracis to the immune sera showed a dose-related reduction of the opsonophagocytic titer of â‰ˆ60% [Ref30:Schneerson et al., 2003].","No side effects noted [Ref30:Schneerson et al., 2003].",,"The level of antibodies to PA required to confer immunity to B. anthracis seems high and may be difficult to maintain. Addition of anti-Î³dPGA-induced opsonophagocytic killing could augment protection mediated by anti-PA against the high levels of spores that might occur during a bioterrorist attack. Î³dPGA and polysaccharides share some properties.  For example, both are multivalent, both resist host enzyme catalysis, a hexamer of either occupies the antibody-combining site, covalent binding to a protein confers enhanced immunogenicity and T cell dependence, and conjugates of synthetic saccharides (as well as of Î³dPGA) elicited higher levels of antibodies than did the â€œnaturalâ€ polymer. The structure determines the optimal immunogenicity for conjugates composed of linear polymers (hapten) bound at one point to a protein: the hapten lengths should be sufficient to occupy the antibody combining site, and a critical density of the hapten on the carrier protein is necessary to form both aggregates with the surface Ig receptor and to permit interaction of the protein carrier fragments with T cells. The results presented here and additional data not shown suggest that a decamer of Î³dPGA, bound to the protein at a density of 10â€“15 per mol of protein, would provide maximal immunogenicity [Ref30:Schneerson et al., 2003].",10,0,,,,,,
20,3,23,"",7,BALB/c,"BALB/c mice were immunized at 6â€“8 weeks of age by bilateral injection into the gastrocnemius muscle three times at 3-week intervals with 50 Î¼g of purified plasmid in 50 Î¼l of saline. Mice were bled two weeks after each vaccination. Some mice were challenged by tail vein injection of PA (60 Î¼g/mouse) and LF (25â€“30 Î¼g/mouse), a combination equivalent to approximately five LD50 [Ref25: Gu et al., 1999].",i.m.,"[Ref25:Gu et al., 1999]","The PA DNA vaccine protects against lethal challenge with a combination of anthrax PA + LF [Ref25:Gu et al., 1999].","none [Ref25:Gu et al., 1999]",,"Splenocytes from immunized BALB/c mice were stimulated to secrete IFNÎ³ and IL-4 when exposed to PA in vitro. Immunized mice also mounted a humoral immune response dominated by IgG1 anti-PA antibody production. A 1:100 dilution of serum from these animals protected cells in vitro against cytotoxic concentrations of PA. Moreover, 7/8 mice immunized three times with the PA DNA vaccine were protected against lethal challenge with a combination of anthrax PA plus LF [Ref25:Gu et al., 1999].",10,0,,,,,,
21,3,24,"",7,BALB/c,"Groups of female BALB/c mice at 6â€“8 weeks of age were immunized by i.p. injection on days 0, 14, and 28. DAAV-1 was tested at 10- and 20-Âµg doses, and DAAV-2 was tested at 2-, 10-, and 20-Âµg doses (doses refer to PA content). Controls include PA and PGA at 20-Âµg doses, unconjugated PGAâ€“PA mixture including 20 Âµg of PGA and 20 Âµg of PA. Each dose was dissolved in 50 Âµl of PBS and adsorbed to an equal volume of Al(OH)3 gel adjuvant (equivalent to 0.187 mg per dose). PBS/Al(OH)3 was used as a negative control [Ref26:Rhie et al., 2003].",i.p.,"[Ref26:Rhie et al., 2003]","After three immunizations in mice, DAAV-1 induced high levels of serum anti-PGA IgG, and booster injections significantly enhanced the IgG response. PGA-specific antibodies bound to encapsulated bacilli and promoted the killing of bacilli by complement. PA-specific antibodies neutralized toxin activity and protected immunized mice against lethal challenge with anthrax toxin. Thus, DAAV combines both antibacterial and antitoxic components in a single vaccine against anthrax [Ref26:Rhie et al., 2003].","None were noted [Ref26:Rhie et al., 2003].","","PGA-specific antibodies bound to encapsulated bacilli and promoted the killing of bacilli by complement. PA-specific antibodies neutralized toxin activity and protected immunized mice against lethal challenge with anthrax toxin. Thus, DAAV combines both antibacterial and antitoxic components in a single vaccine against anthrax. DAAV introduces a vaccine design that may be widely applicable against infectious diseases and provides additional tools in medicine and biodefense [Ref26:Rhie et al., 2003].",10,0,,,,,,
22,3,27,"",7,Swiss Webster mice (outbred),"Groups of 12 6â€“8 week old mice were vaccinated with capsule (100 Î¼g), PA (33 Î¼g), capsule (100 Î¼g) combined with BSA (33 Î¼g) or PA (33 Î¼g), crosslinked capsule (100 mg capsule with 33 Î¼g BSA or PA), or PBS as a control. Ribi adjuvant R-700 was given subcutaneously at 0 and 28 days. Thirty-one days after the second dose, mice were challenged subcutaneously with 116 LD50 B. anthracis Î”Ames spores or 78 LD50 B. anthracis Ames spores [Ref29:Chabot et al., 2004].",s.c.,"Animals were challeneged 31 days after vaccine administration [Ref29:Chabot et al., 2004].","Despite significant humoral response, little if any protection was provided [Ref29:Chabot et al., 2004].",None reported.,,"As compared to purified capsule, the capsule-BSA conjugate induced a greatly enhanced IgG anti-capsule response, consistent with conjugation of a polymer possessing highly repetitive elements to a protein carrier, converting a T-cell independent to a T-cell dependent immune response [Ref29:Chabot et al., 2004]. Challenge with B. anthracis Î”Ames after conjugation of capsule to BSA abrogated protection, reducing IgM titer compared to the group given capsule alone. These animals also exhibited a reduced opsonophagocytic index, and no serum bactericidal antibodies were induced [Ref29:Chabot et al., 2004]. There was no protection against challenge with the parental B. anthracis Ames strain even though conjugation resulted in a large increase in IgG anti-capsule antibody [Ref29:Chabot et al., 2004].",10,0,,,,,,
338,7,265," Following a single dose of any CVD 1204 inoculum, half of the animals responded with anti-Shigella LPS mucosal IgA, whereas three-fourths of the animals responded with anti-Shigella LPS serum IgG. All animals immunized with CVD 1204(pGA1-CS2) (groups 3 and 4) developed anti-CS2 mucosal IgA and serum IgG following a single dose. Two immunizations were required to elicit anti-CS2 serum IgG responses in all animals [Ref656:Altboum et al., 2001].",43,"","Guinea pigs were inoculated intranasally on days 1 and 15 with approximately 2  x 10^9 CFU of  bacteria. Five groups of animals were inoculated: group 1 was immunized with CVD 1204; group 2 received CVD 1204-CS3; group 3 received CVD 1204-CS2; group 4 received a mixture of CVD 1204-CS3 plus CVD 1204-CS2; and group 5, serving as a placebo control, received 2 x 10^10 CFU of E. coli HS. Groups 1 to 4 contained 5 animals each, whereas group 5 had 15 guinea pigs. Sera were obtained on days 0, 14, and 30 by anterior vena cava puncture of anesthetized animals. Tears were collected on the same days by lacrimal stimulation [Ref656:Altboum et al., 2001]. ",,"CVD 1204-CS3 or CVD 1204-CS3 and CVD 1204-CS2 mixed yielded titers that were boosted to even higher levels following the second dose. Antiï¬mbrial titers were comparable in groups receiving a single strain or a mixture of strains Anti-CS3 IgG titers ranged in group 2 from 51,200 to 204,800 and in group 4 from 12,800 to 204,800. Anti-CS2 IgGtiters ranged in group 3 from 100 to 1,600 and in group 4 from 100 to 1,600. Anti-Shigella LPS IgG titers ranged in group 1 from 400 to 1,600, in group 2 from 800 to 3,200, in group 3 from 400 to 3,200, and in group 4 from 100 to 200 [Ref656:Altboum et al., 2001].","Upon Sereny test challenge with wild-type S. flexneri 2a, all 15 animals vaccinated intranasally with the placebo strain of E. coli HS developed severe keratoconjunctivitis. In contrast, none of the animals (5 per group) immunized with either native CVD 1204 or CVD 1204 expressing ETEC fimbriae developed severe keratoconjunctivitis (P < 0.01). One animal in the group immunized with CVD 1204(pGA1-CS2) had a score of 1 on day 3. One animal in the group immunized with CVD 1204(pGA1-CS3) had a score of 2 on days 3 and 4 [Ref656:Altboum et al., 2001].","Conjuntivitis [Ref656:Altboum et al., 2001]. ","The guinea pigs were challenged 21 days following the second dose with 10 micoliters containing 10^8 CFU of wild-type S. ï¬‚exneri 2a 2457T in the conjunctival sac [Ref656:Altboum et al., 2001]. ","",10,0,,,,,,
28,6,17,"",7,New Zealand White rabbits ,"GMP grade rPA or each purified isoform was diluted in phosphate-buffered saline (PBS) and adsorbed in a 3% suspension of Alhydrogel, mixed thoroughly, and allowed to adsorb overnight at 4 Â°C.  Rabbits were vaccinated with 10 Î¼g of GMP grade rPA, isoform 1 or isoform 2 adsorbed to Alhydrogel.  The study consisted of three vaccine groups containing 30 animals each with equal numbers of males and females per group.  Four animals given PBS plus adjuvant were designated as controls.  All animals were monitored for survival twice daily for 21 days after challenge [Ref19:Brey, 2005].",i.m.,"Animals were challenged with a lethal dose (129 LD50) of B. anthracis spores of the Ames strain 10 weeks after the first vaccine dose. All four animals in the control group that received PBS plus Alhydrogel succumbed within 4 days of challenge [Ref24:Ribot et al., 2006].","The protective efficacies of both isoforms and GMP grade rPA were all greater than 90%.  There were no significant differences in biological activity or vaccine efficacy between the two isoforms or the GMP rPA [Ref24:Ribot et al., 2006].","No side effects noted [Ref24:Ribot et al., 2006].",,"This study investigated whether rPA protein may contain deamidation as would be predicted by the presence of isoAsp and described changes in the protein purification process that yields a final product with fewer isoforms and lower isoAsp content.  The biological activities and vaccine efficacy of purified isoforms were also studied as compared to the existing GMP final bulk product to better define the rPA substance in the new anthrax vaccine.  Anti-rPA antibody responses were measured by enzyme-linked immunosorbent assay (ELISA) and cytotoxicity neutralization (CN) assays, and protective efficacy was measured by survival of rabbits challenged parenterally with virulent B. anthracis spores.  Evaluating the protective efficacy of the two primary rPA isoforms compared to the GMP bulk product is critical for characterizing the candidate vaccine and will determine whether additional separation of the isoforms is necessary for continued product development [Ref24:Ribot et al., 2006].",11,0,,,,,,
24,3,28,"Titers of anti-LF antibody remain at high levels for much longer periods of time than do titers of anti-PA antibody. The LF antigen appears to be much more immunogenic and produces an immune response which lasts much longer than the response to the PA antigen. Co-administration of the pCPA and pCLF4 plasmids followed by a final protein booster immunization with the recombinant PA and LF7 antigens produced a substantially higher endpoint titer against either PA or LF at the same time-point than the antibody titers resulting from DNA-based immunization alone [Ref32: Price et al., 2001].",7,BALB/c,"Micrometer-diameter gold particles were coated with plasmid pCLF4, pCPA, or a 1:1 mixture of both. Separate groups of female BALB/c mice at 4-5 weeks of age were immunized i.d. in the abdomen via biolistic particle injection on d 0, 14, and 28 with approximately 1 Âµg of plasmid DNA-coated gold particles for each injection. Immunization groups included mice injected with the same microparticles coated with pCPA, pCLF4, a 1:1 mixture of the pCPA and pCLF4 plasmids, or, as a vector control, the pCI plasmid. For the prime-boost immunization experiments, groups of BALB/c mice were first immunized twice with plasmid DNA as described above and then with a third and final boost of purified antigen emulsified in Freund's incomplete adjuvant. The protein immunizations were administered i.m. Blood samples were obtained 2 weeks following each vaccination, and the sera were pooled and stored at -20Â°C until analyzed [Ref32: Price et al., 2001].","i.d., i.m.","","All mice immunized with pCLF4, pCPA, or the combination of both survived the challenge, whereas all unimmunized mice did not survive. A significant antibody response is generated using DNA-based immunization alone and the levels of antibody produced are sufficient to protect animals against an Letx challenge that is 5 times the LD50. Also, co-administration of the pCPA and pCLF4 plasmids followed by a final protein booster immunization with the recombinant PA and LF7 antigens produced a substantially higher endpoint titer against either PA or LF at the same time point than the antibody titers resulting from DNA-based immunization alone [Ref32: Price et al., 2001].","","Plasmid-immunized BALB/c mice that had received a total of three injections were challenged with purified Letx 2 weeks following the third and final injection. The challenge was conducted by tail vein injection of a previously mixed combination of purified PA and LF proteins (60 Î¼g of PA and 25 to 30 Î¼g of LF per mouse), the equivalent of approximately 5 50% lethal doses (LD50) of Letx [Ref32:Price et al., 2001].","",10,0,,,,,,
25,6,28,"",7,NZW,"Groups of rabbits were immunized with various vaccine preparations. The first group was immunized (i.m.) twice using the needleless Biojector device with 500 ug of plasmid DNA (pCPA and/or pCLF4) resuspended in 0.5 ml of sterile phosphate buffered saline (PBS) at 4-week intervals. These animals were boosted by needle (i.m.) 4 weeks later with 200 ug of purified full-length rPA protein or full-length recombinant lethal factor (LF) protein LF7 with a point mutation resuspended in incomplete Freundâ€™s adjuvant. The second group was immunized three times by gene gun with 10 ug plasmid DNA containing the PA63 gene fragment and/or the LF4 gene fragment bound to gold beads, at 4-week intervals. The third group of animals was immunized (s.c.) at 4-week intervals with AVA (lot FAV059), 800 ug rPA protein with Alum, or a mixture of 400 ug rPA and 400 ug rLF7 protein with Alum. Controls consisted of either non-immunized animals or a plasmid vector control not containing the PA and/or LF genes.  All rabbits were aerosol challenged with B. anthracis spores, Ames strain, with an average dose of 50 LD50s with a range of 18-169 LD50s. Rabbit sera were collected prior to and following aerosol challenge and titrated for PA antibodies by indirect ELISA [Ref35: Galloway et al., 2004].","i.m., s.c.","[Ref35:Galloway et al., 2004]","The results of this study indicate that DNA-based immunization against PA and LF followed by protein boosting induces significant protective immunity against aerosol challenge in the rabbit model and compares favorably with protein-based immunization [Ref35: Galloway et al., 2004].","None were noted [Ref35:Galloway et al., 2004].",,"None of the rabbits immunized with the DNA vaccines i.d. survived the challenge. Of the 5 vaccinated rabbits that survived, 2 were immunized i.m. with DNA followed with a protein boost and 3 were immunized subcutaneously (s.q.) with recombinant protein. DNA prime-boosted animals mount a protective response against aerosol challenge more than 1 year following the final immunization. Priming immunizations with plasmid DNA appear to set up a substantial memory response which is recalled upon protein boosting. A major factor predicting survival was the ability of the animal to mount a lasting antibody response to PA [Ref35: Galloway et al., 2004].",10,0,,,,,,
26,3,29,"26 d after the final immunization, the mice were killed, bled, and the serum samples analyzed for PA-specific antibody titers. All three plasmids induced anti-PA Ig and IgG1 antibody titers. Sera from mice vaccinated with pCMV/ER PA83 had significantly higher anti-PA total immunoglobulin titers than sera from mice vaccinated with pSecTag PA83, or pCMV/ER PA63. The GMT for PA-specific IgG1 of mice immunized with pCMV/ER PA83 was higher but not significantly different than PA-specific IgG1 responses of mice vaccinated with pSecTag PA83 or pCMV/ER PA63. There were no statistically significant differences between the titers of A/J mice immunized with pSecTag PA83 and A/J mice that received the pCMV/ER PA83 plasmid [Ref33: Hahn et al., 2004].",7,BALB/c and A/J,"In the first vaccination trial, groups of 5 BALB/c mice were vaccinated on days 0, 14 and 28, with one of the three different PA-expressing plasmid constructs. A fourth group of five negative control mice received pCMV/ myc/ER vector DNA without insert. Each immunization consisted of a dose of approximately 1 mg plasmid DNA, precipitated onto 1.6 mm gold carriers per mouse. The DNA was applied to the shaved abdomen of anesthetized mice using a Helios gene gun. DNA-coated gold particles were discharged with 250 psi helium pressure. In the second vaccination trial, A/J mice were immunized according to the same vaccination protocol, except that the helium pressure for discharge of the DNA-coated gold carriers was increased to 400 psi. The treatment groups in this trial were pSecTag PA83 (13 mice), pCMV/ER PA83 (14 mice), and pCMV/myc/ER as a negative control group (10 mice). In the third vaccination trial, A/J mice were immunized with two shots per immunization using an increased DNA dose of 2.5 mg per shot, which were discharged with 400 psi. Six mice were vaccinated with pCMV/ER PA83 and eight with pSecTag PA83 [Ref33: Hahn et al., 2004].",i.m. by gene gun inoculation,"","Vaccination with either pSecTag PA83 or pCMV/ER PA83 showed significant protection of A/J mice against infection with B. anthracis STI spores [Ref33: Hahn et al., 2004].","Commercial anthrax vaccines can cause transient side effects, such as local pain and edema, which are probably due to trace amounts of LF and EF. None of these were noted in conjunction with the use of vaccine candidates studied here [Ref33:Hahn et al., 2004].","14 A/J mice were vaccinated with pCMV/ER PA83, and 13 A/J mice with pSecTag PA83. The negative control group (10 A/J mice) received pCMV/myc/ER plasmid DNA without insert. Ten days after the third immunization, all mice were bled and their individual anti-PA titers were determined by ELISA. The mice of each treatment group were then marked to be challenged with either 10 LD50 of B. anthracis STI spores or 100 LD50 of STI spores. A/J mice immunized with the increased amount of plasmid DNA were all challenged with 100 LD50. After injection with B. anthracis spores, mice were observed for a period of 14 days.Surviving mice were killed and bled. The post-challenge serum samples were also analyzed by anti-PA ELISA and for toxin neutralization titers [Ref33:Hahn et al., 2004].","",10,0,,,,,,
