"c_pathogen_id","c_pathogen_name","c_taxon_id","c_disease_name","c_host_range","c_organism_type","c_preparation_vo_id","c_vaccine_vo_id","c_protein_vo_id","c_pathogenesis","c_protective_immunity","c_gram"
68,West Nile virus,11082,West Nile fever,"West Nile virus mainly infects birds, but is known to infect humans, horses, dogs, cats, bats, chipmunks, skunks, squirrels, and domestic rabbits. The main route of human infection is through the bite of an infected mosquito [Ref1440:Wiki: West Nile].",virus,VO_0012258,,VO_0010803,"The mechanisms by which WNV and other neurotropic flaviviruses cross the blood-brain barrier (BBB) remain largely unknown, although tumor necrosis factor alpha (TNF-Î±)-mediated changes in endothelial cell permeability may facilitate CNS entry. It is likely that WNV infects the CNS at least in part via hematogenous spread, as an increased viral burden in serum correlates with earlier viral entry into the brain. Additional mechanisms may contribute to WNV CNS infection, including (i) infection or passive transport through the endothelium or choroid plexus epithelial cells, (ii) infection of olfactory neurons and spread to the olfactory bulb, (iii) a â€œTrojan horseâ€ mechanism in which the virus is transported by infected immune cells that traffic to the CNS, and (iv) direct axonal retrograde transport from infected peripheral neurons [Ref1454:Samuel and Diamond, 2006].","T-cell-mediated immunity is essential for controlling WNV infection in the CNS. Both humoral and cellular immune responses are likely essential in protection from WNV infection [Ref1454:Samuel and Diamond, 2006].",n
69,Marek's disease virus,10390,Marek's disease,,virus,VO_0012224,,VO_0010804,,,n
70,Newcastle disease virus,11176,Newcastle disease,"Domestic and wild birds are affected by Newcastle virus, Amazon parrots are can be asymptomatic carriers of the disease [Ref1444:Wiki: Newcastle disease].",virus,VO_0012259,,VO_0010805,,,n
71,Feline leukemia virus,11768,Feline leukemia virus infection,,virus,VO_0012260,,VO_0010806,,,n
72,Canine parvovirus,10788,Canine parvovirus infection,,virus,VO_0012254,,VO_0010807,,,n
73,Canine coronavirus,11153,Intestinal disease,,virus,VO_0012261,,VO_0010808,,,n
74,Canine distemper virus,11232,Canine distemper,"It is most commonly associated with domestic animals such as dogs and ferrets, although it can infect wild animals as well [Ref1424:Wiki: Canine distemper virus].",virus,VO_0012252,,VO_0010809,"Canine distemper virus tends to orient its infection towards the lymphoid, epithelial, and nervous tissues. The virus initially replicates in the lymphatic tissue of the respiratory tract. The virus then enters the blood stream and infects the lymphatic tissue followed by respiratory, Gastrointestinal, urogenital epithelium, the Central Nervous System, and optic nerves. Therefore, the typical pathologic features of canine distemper include lymphoid depletion (causing immunosuppression and leading to secondary infections), interstitial pneumonia, encephalitis with demyelination, and hyperkeratosis of foot pads [Ref1424:Wiki: Canine distemper virus].",,n
75,Infectious Hematopoietic Necrosis Virus,11290,Infectious hematopoietic necrosis,IHNV causes the disease known as infectious hematopoietic necrosis in salmonid fish like trout and salmon [Ref1435:Wiki: Infectious Hematopoietic Necrosis Virus].,virus,VO_0012227,,VO_0010810,,,n
76,Lawsonia intracellularis,29546,Lawsonia intracellularis infection,"Though the major animal that is most susceptible are pigs, Lawsonia intracellularis has been detected laboratory animals such as primates, pigs, horses, dogs, rats, guinea pigs, rabbits and hamsters. Though there is evidence of infection in primates, there is currently no direct evidence that Lawsonia intracellularis can infect humans [Ref1437:MicrobeWiki: Lawsonia intracellularis].",G- bacterium,VO_0012262,,VO_0010811,The bacterial pathogen invades the intestinal epithelial cells which causes hyperplasia of the infected cells and leads to the process of disease pathogenesis. Lawsonia intracelluaris is an intracellular enterophathogen that is the cause of intestinal hyperplasia which is an abnormal increase in the number of cells in an organ or a tissue with consequent enlargement [Ref1437:MicrobeWiki: Lawsonia intracellularis].,"The humoral response of pigs against L. intracellularis infection is believed to be weak and short-lived [Ref833:Guedes and Gebhart, 2003].",-
77,Porphyromonas gulae,111105,Canine periodontitis,,G- bacterium,VO_0012263,,VO_0012362,,,-
78,Yersinia ruckeri,29486,Enteric redmouth disease,,G- bacterium,VO_0012264,,VO_0010813,,,-
79,Aeromonas salmonicida,645,"Furunculosis, Bald sea urchin disease","All species of salmon, trout, charr and grayling are susceptible to infection with Aeromonas salmonicida [Ref1537:USGS Fish Disease Leaflets].",G- bacterium,VO_0012218,,VO_0010814,,,-
80,Vibrio anguillarum (Listonella anguillarum),55601,Vibrosis,,G- bacterium,VO_0012265,,VO_0010815,,,-
81,Streptococcus equi,1336,Strangles (also equine distemper),"S. equi primarily is a pathogen of equids, but can also cause disease in cattle, rabbits, swine, sheep and humans [Ref1539:MicrobeWiki: S. zooepidemicus]. Mice can be used as a model of disease [Ref1217:Flock et al., 2006].",G+ bacterium,VO_0012266,,VO_0010816,"S. equi enters via the mouth or nose and attaches to cells in the crypt of the tonsil and adjacent superficial lymphoid nodules. After a few hours, the organism is difficult to detect on the mucosal surface because it is translocated below the mucosa into the local lymphatics where it may be found in one or more of the lymph nodes that drain the pharyngeal/tonsillar region. Complement-derived chemotactic factors generated after interaction of C1 with bacterial peptidoglycan attract large numbers of PMN. The inability of PMN to phagocytose and kill the streptococci appears to be due to a combination of the hyaluronic acid capsule, antiphagocytic M protein, and a leukocidal toxin released by the organism. This culminates in accumulation of many extracellular streptococci in the form of long chains and large numbers of degenerating PMN. Final disposal  of these organisms is dependent on lysis of the abscess capsule and evacuation of its contents [Ref1462:Timoney, 2004].","Most horses develop a solid immunity during recovery from strangles which persists for up to five years in about 75% of animals. Acquired resistance appears to be primarily humoral and mediated by antibodies to SeM and other as yet unidentified antigens unique to S. equi [Ref1462:Timoney, 2004].",+
82,Chlamydophila abortus,83555,Abortion and fetal death,"C. abortus is endemic among ruminants and has been associated with abortion in a horse, a rabbit, guinea pigs, mice, pigs and humans [Ref1427:Wiki: Chlamydophila abortus].",G- bacterium,VO_0012241,,VO_0010817,,,-
83,Mycoplasma synoviae,2109,Respiratory tract disease and synovitis,,G- bacterium,VO_0012267,,VO_0010818,,,-
84,Mycoplasma gallisepticum,2096,Chronic respiratory disease,"M  gallisepticum infection is commonly designated as chronic respiratory disease in chickens and as infectious sinusitis in turkeys. Infection may also be seen in pheasants, chukar partridges, and peafowl. Infection in pigeons, quail, ducks, geese, and psittacine birds should be considered. Passerine-type birds are quite resistant, although M  gallisepticum  is the major cause of natural outbreaks of conjunctivitis in wild house finches  (Carpodacus  mexicanus)  in the eastern USA [Ref1468:Merck Vet Manual: M. gallisepticum].",G- bacterium,VO_0012268,,VO_0010819,"The epithelium of the upper air passages is most susceptible to infection; however, in severe, acute disease the infection is also found in the lower respiratory tract. There is a marked interaction between respiratory viruses, Escherichia  coli  , and M  gallisepticum  in the pathogenesis of chronic respiratory disease. Once infected, birds remain carriers for life [Ref1468:Merck Vet Manual: M. gallisepticum].",,-
85,Bordetella avium,521,Bordetellosis,,G- bacterium,VO_0012269,,VO_0010820,,,-
86,Actinobacillus pleuropneumoniae,715,porcine pleuropneumonia,"Pigs are the main host, and mice can serve as a model of infection [Ref1006:Shin et al., 2007].",G- bacterium,VO_0012209,,VO_0010821,"Actinobacillus pleuropneumoniae interacts closely with epithelial cells in the lower respiratory tract and toxins produced during infection are delivered directly to the cell surface. This close association between A. pleuropneumoniae and respiratory epithelial cells may impair the binding of specific antibodies to the Apx toxins, resulting in development of necrosis and hemorrhage [Ref1536:Haesebrouck et al., 2004].","Protection is mediated by antibodies and mucosal immunity [Ref1006:Shin et al., 2007].",-
87,Eimeria spp.,5800,Coccidiosis,,parasite,VO_0012270,,VO_0010822,,,
88,Eimeria tenella,5802,Hemorrhagic cecal coccidiosis,Chickens the only host of Eimeria tenella [Ref1431:Wiki: Eimeria tenella].,parasite,VO_0012250,,VO_0010823,,"Protective immunity against Eimeria infections strongly depends on the cellular immune responses involving T cells, natural killer cells (NK) and macrophages [Ref1079:Wang et al., 2009].",
89,Theileria parva,5875,East Coast Fever,"The African buffalo plays an important role in the epidemiology of the disease since it is a natural host that does not suffer from the disease but remains a constant source of infection for ticks. The disease that occurs in cattle after the introduction of T. parva from buffalo is referred to as corridor disease, and is characterized by high mortality and low parasitosis [Ref1196:Morzaria et al., 2000].",parasite,VO_0012272,,VO_0010824,"The sporozoite develops in the salivary glands of the vector and is introduced into the mammalian host during tick feeding. Sporozoites rapidly enter lymphocytes by a receptor-mediated process and differentiate into schizonts. After several cycles of multiplication, a proportion of schizonts undergo merogony to produce merozoites, which invade erythrocytes and develop into piroplasms, the infective stage for ticks. The disease is characterized by pyrexia, generalized lymphadenopathy, and leukopenia [Ref1402:Musoke et al., 1992].","Cattle that recover from ECF develop solid, strain-specific immunity that lasts for several years. Experiments have shown that passive transfer of antibodies to the schizont and piroplasm stages from immune to naÃ¯ve cattle is not protective. There is now strong evidence that protective immunity is mediated by the generation of MHC class I restricted cytotoxic T cells (CTLs) specific for schizont-infected lymphocytes [Ref1196:Morzaria et al., 2000].",
90,Theileria annulata,5874,Theileriosis,"Tropical theileriosis is maintained in nature by a cattle-tick-cattle cycle, both taurine (Bos taurus) and zebu (Bos indicus) cattle being susceptible to the disease. The yak (Bos grunniens) is also highly susceptible and suffers severe clinical symptoms and mortality following infection with T. annulata.  The water buffalo (Bubalus bubalis) does not usually exhibit clinical manifestation on infection, but may act as a reservoir for the infection of ticks [Ref1460:Pipano and Shkap, 2000].",parasite,VO_0012273,,VO_0010825,"Three stages in the life cycle of the parasite--tick-derived sporozoites, intramononuclear schizonts, and erythrocytic merozoites--infect cattle. When cattle are inoculated with schizont-infected cells, the parasite is transferred from the donor cell to the recipient. The main pathological damage in cattle is induced by the schizont stage. Each development stage of T. annulata elicits a specific immune response. Schizont-infected lymphoid cells can be grown indefinitely in culture and prolonged cultivation results in loss of virulence. Blood-derived schizonts induce stronger immunity than culture-derived schizonts, which suggests that restrictions on the parasite population or antigenic variation occur during prolonged cultivation. The duration of immunity following sporozoite or schizont infections has not yet been determined, but does not appear to be lifelong [Ref1460:Pipano and Shkap, 2000].","Each of the three developmental stages of T. annulata that are infective for cattle (sporozoites, schizonts, and erythrocytic merozoites) induces a specific immune response that may result in partial or no protection against infection with the heterologous stages [Ref1460:Pipano and Shkap, 2000].",
91,Toxoplasma gondii,5811,Toxoplasmosis,"The life cycle of T. gondii has two phases. The sexual part of the life cycle (coccidia like) takes place only in members of the Felidae family (domestic and wild cats), which makes these animals the parasite's primary host. The asexual part of the life cycle can take place in any warm-blooded animal, like other mammals (including felines) and birds [Ref1457:Wiki: T. gondii].",parasite,VO_0012271,,VO_0010826,"T. gondii is an intestinal coccidian of cat with man as one of the intermediate host. Humans are generally infected by ingesting oocysts released in cat faeces or by consuming meat from infected herd animals containing the long lived tissue cysts. Following ingestion, the outer wall of cysts or oocysts are disrupted by enzymatic degradation and bradyzoites and sporozoites are liberated into intestinal lumen. They rapidly invade and multiply within surrounding cells where they become tachyzoites. Thereafter, tachyzoites are disseminated via blood or lymphatic system to most of the organs of human body. At these sites, the tachyzoites infect host cells, replicate and invade the adjoining cell. In this fashion, the hallmarks of the infection develop: cell death and focal necrosis surrounded by an acute inflammatory response [Ref1458:Bhopale, 2003].",,
92,Babesia bovis,5865,"Babesiosis, Texas Cattle Fever",,parasite,VO_0012214,,VO_0010827,,,
93,Neospora caninum,29176,Neosporosis,"Dogs are the definitive host for Neospora caninum, but cattle can be infected, with infections causing abortion in cattle. There are no suitable animal models at the present to perform bioassay to detect N. caninum oocysts in dog feces. Although interferon-gamma gene knockout (KO) mice are highly susceptible to parenteral inoculation with N. caninum tachyzoites and tissue cysts, they are less susceptible to parenteral ororal inoculation with oocysts. Gerbils (Meriones unguiculatus) were susceptible to N. caninum infection with oocysts. Another species of gerbils, Meriones tristrami and sand rats (Psammoomys ubesus) also susceptible to tachyzoites infection [Ref1467:Dubey, 2003].",parasite,VO_0012274,,VO_0010828,"Neospora undergoes a life cycle involving three principle stages. First, oocysts are produced in the faeces of dogs, the definitive host, following ingestion of bradyzoites. Second, bradyzoites, which multiply slowly, are found in tissue cysts in the central nervous system (CNS), both in the canine definitive host and in a wide range of intermediate hosts. They represent a persistent, quiescent infection, held in check by host immunity. Third, tachyzoites, the rapidly multiplying stage, trigger lesion development by multiplying in and rupturing cells. In the absence of a host immune response, tachyzoites would continue to multiply, causing progressively more cell death until the host dies [Ref1543:Buxton et al., 2002].",,
94,Giardia duodenalis,5741,Giardiasis (Beaver fever),"Giardia infects humans, but is also one of the most common parasites infecting cats, dogs and birds. Mammalian hosts also include cows, beavers, deer, and sheep [Ref1433:Wiki: Giardia lamblia].",parasite,VO_0012275,,VO_0010829,"Infection is initiated by the ingestion of live infective cysts from contaminated water or food or through person to person transmission. When cysts reach the stomach, gastric acidity and intestinal proteases promote excystation. Newly emerging excyzoites immediately divide into two trophozoites that migrate to the duodenum and adhere to the intestinal mucosa by virtue of their ventral discs. Giardia trophozoites reproduce asexually by binary fission and gradually populate the host's intestinal lumen. Under the influence of bile salts, a number of trophozoites undergo differentiation resulting in cyst formation. Encystation of trophozoites represents an important step in the completion of the parasite's life cycle since it leads to the formation of the cyst structure, necessary for the transmission of the parasite from host to host. Infected humans are estimated to excrete between 150 and 20,000 cysts/g feces daily, whereas infected cattle can excrete up to 10^6 Giardia cysts/g feces. The quadrinucleate cysts are resistant to the external environment and can remain viable from days to months if kept wet [Ref1093:Abdul-Wahid and Faubert, 2007].","Humoral immunity is believed to be important in elimination of Giardia trophozoites from the host intestine. Raised levels of serum and mucosal antibodies are found in experimentally infected animals and infected humans during the elimination phase of the Giardia parasite, and the host produces specific serum and mucosal antibodies directed against both surface and cytosolic antigens [Ref850:Olson et al., 2000].",
95,Sarcocystis neurona,42890,Equine protozoal myeloencephalitis,"Opossums (Didelphis virginiana, D. albiventris) are its definitive (reservoir) hosts and excrete oocysts and sporocysts (environmentally resistant stage)in their feces. Raccoons, armadillos, sea otters, skunks, cats and possibly other mammals are intermediate hosts [Ref1448:USDA Agricultural Research Service: Sarcocystis neurona].",parasite,VO_0012276,,VO_0010830,"The pathogenesis of EPM is not clear because the complete life cycle is unknown. Sarcocystis neurona can parasitize all regions of the CNS, from the anterior cerebrum to the end of the spinal cord. Sarcocystis neurona schizonts and merozoites are found in neurons, mononuclear cells, glial cells, and perhaps other neural cells [Ref1448:USDA Agricultural Research Service: Sarcocystis neurona].","Cell mediated immunity is an important component of controlling this intracellular parasite [Ref851:Marsh et al., 2004].",
96,Babesia canis,5867,Piroplasmosis,,parasite,VO_0012277,,VO_0010831,,,
97,Leishmania donovani,5661,Visceral leishmaniasis,"Vector sand flies are infected by biting infected humans or animals. Animal reservoirs vary with the Leishmania sp and location and include canines, rodents, and other animals. In the Indian subcontinent, humans are the reservoir for L. donovani [Ref1548:Merck Manual: Leishmaniasis].",parasite,VO_0012278,,VO_0010832,"The intracellular amastigote form multiplies in macrophages and produces a reticuloendothelial hyperplasia grossly affecting the spleen and liver, with other lymphoid tissues being involved as well, resulting in severe hepatosplenomegaly, which usually is fatal if untreated [Ref1438:WD: Leishmania donovani].","A Strong Th1 response of cell mediated immunity is necessary for protection against L. donovani [Ref1165:Mizbani et al., 2009].",
98,Eimeria maxima,5804,Coccidiosis,,parasite,VO_0012255,,VO_0010833,,,
100,Herpes simplex virus type 1 and 2,10298,Herpes,"HSV-1 and HSV-2 infect humans and mice are used as a model of protection in vaccine studies [Ref1116:Nass et al., 1998].",virus,VO_0012231,,VO_0010834,"In the case of a herpes virus, initial interactions occur when a viral envelope glycoprotein called glycoprotein C (gC) binds to a cell surface particle called heparan sulfate. A second glycoprotein, glycoprotein D (gD), binds specifically to at least one of three known entry receptors. These include herpesvirus entry mediator(HVEM), nectin-1 and 3-O sulfated heparan sulfate. The receptor provides a strong, fixed attachment to the host cell. These interactions bring the membrane surfaces into mutual proximity and allow for other glycoproteins embedded in the viral envelope to interact with other cell surface molecules. HSVs may persist in a quiescent but persistent form known as latent infection, notably in neural ganglia. HSV-1 tends to reside in the trigeminal ganglia, while HSV-2 tends to reside in the sacral ganglia, but note that these are tendencies only, not fixed behavior [Ref1434:Wiki: Herpes simplex virus].","HSV evades the immune system through interference with MHC class I presentation of antigen on the cell surface. This is achieved through blockade of the TAP transporter induced by the secretion of ICP-47 by HSV. TAP maintains the integrity of the MHC class I molecule before it is transported via the golgi apparatus for recognition by CD8+ CTLs on the cell surface. ICP-47 disrupts this integrity, preventing the capture of cytosolic proteins for CTL recognition and thus evades CTL destruction [Ref1434:Wiki: Herpes simplex virus].",
115,Leishmania major,5664,Cutaneous leishmaniasis,"Leishmania major is vectored by the sandfly and can infect humans and other mammals. Natural leishmania infections are found in a range of non-human mammal hosts (mainly marsupials, rodents, edentates, and carnivores) [Ref1547:Reithinger et al., 2007].",parasite,,,VO_0010835,"The establishment of the primary leishmania infection and development of clinical disease depend on parasite, host, and sandfly factors; dose or route of inoculation; and the maintenance of macrophages in an inert, deactivated state. Pathogenesis follows a complex set of interactions between many factors triggered by the host's innate and acquired immune responses (eg, macrophages, neutrophils, natural killer cells, dendritic cells). These inflammatory responses mediate disease expression and may result in either symptomless or subclinical infection, self-healing LCL, or chronic leishmaniasis (eg, DCL, mucosal leishmaniasis, leishmaniasis recidivans). Clinical cure ensues when macrophages become activated to a leishmanicidal state.
When biting their hosts, infected sandflies regurgitate leishmania promastigotes into the skin, which invade or are phagocytosed by local or recruited host cells, mainly macrophages. Within the phagolysosomes of resident macrophages, promastigotes become amastigotes. Amastigotes replicate and may then infect additional macrophages, either locally or in distant tissues after dissemination. When blood-feeding on an infected host, naive sandflies become infected with amastigotes, which transform back into promastigotes in the sandfly's gut (depending on Leishmania spp, different regions of the gut will be parasitised. The parasites then migrate to the sandfly's proboscis, thus completing the leishmania life cycle [Ref1547:Reithinger et al., 2007].","The immune response to Leishmania infection is cell-mediated, and the clinical outcome is dependent on host-mediated T helper (Th)1 or Th2 responses. A Th1 response mediated by interferon (IFN)-Î³, tumour necrosis factor and interleukin (IL)-12 is associated with disease resolution and resistance, and a Th2 IL-4-producing response confers disease susceptibility and progression [Ref1546:Ameen, 2010].",
116,Leishmania infantum,5671,Infantile visceral leishmaniasis,"Wild canids and domestic dogs are the natural reservoir of L. infantum, and the parasite is vectored by sandflies which pass on infection when they bite mammals including humans [Ref1339:Goto et al., 2007].",parasite,VO_0012206,,VO_0010836,"The parasites are transmitted by the bite of sandflies and the infecting promastigotes differentiate into and replicate as amastigotes within macrophages in the mammalian host [Ref1339:Goto et al., 2007].","In common with other intracellular pathogens, cellular immune responses are critical for protection against leishmaniasis. Th1 immune responses play an important role in mediating protection against Leishmania, including roles for CD4+ and CD8+ T cells, IFN-Î³, IL-12, TNF-Î± and NO, whereas inhibitory effects have been reported for IL-10 and TGF-Î² [Ref1339:Goto et al., 2007].",
117,Leishmania amazonensis,5659,Leishmaniasis,,parasite,VO_0012205,,VO_0010837,,"Protective mechanisms in L. amazonensis are unclear. During L. amazonensis infection, BALB/c mice display a mixed profile of both Th1 and Th2 responses, although the implications of this mixed profile are ambiguous. However, the necessity for vaccines to induce a Th1-dominant response for these species of Leishmania appears to be consequential for protection [Ref1346:Campbell et al., 2004]. The immune responses induced against L. (L.) amazonensis have showed a distinct pattern from that described for L. (L.) major. While mice that are resistant or susceptible to infection with L. (L.) major exhibit immune responses polarized to Th1 and Th2, respectively, susceptibility to L. (L.) amazonensis can not be correlated to an increased Th2 response [Ref1351:Fedeli et al., 2010].",
118,Trypanosoma cruzi,5693,Chagas disease,"Chagas disease is transmitted to human beings and to more than 150 species of domestic animals (eg, dogs, cats, and guineapigs) and wild mammals (eg, rodents, marsupials, and armadillos) mainly by large, blood-sucking reduviid bugs of the subfamily Triatominae, within three overlapping cycles: domestic, peridomestic, and sylvatic.  Although more than 130 species of triatomine bugs have been identified, only a handful are competent vectors for T cruzi. Triatoma infestans, Rhodnius prolixus, and Triatoma dimidiata are the three most important vector species in the transmission of T cruzi to man [Ref1356:Rassi et al., 2010].",parasite,,,VO_0010838,"Organ and tissue damage during acute T cruzi infection is caused by the parasite itself and by the host's acute immunoinflammatory response, which is elicited by the presence of the parasite. Findings from several studies in experimental models of T cruzi infection have suggested that a strong T-helper-1 immune response with both CD4 and CD8 cells, and characterised by the production of some specific cytokinesâ€”such as interferon Î³, tumour necrosis factor Î±, and interleukin 12â€”is important in the control of parasitism. By comparison, production of interleukin 10 and transforming growth factor Î² is related to parasite replication by inhibition of macrophage trypanocidal activity. The T-helper-1 immune response has a protective role mainly through the synthesis of nitric oxide, which exerts a potent trypanocidal action. During chronic infection, the balance between immune-mediated parasite containment and damaging inflammation of the host tissues probably determines the course of disease. If the immunological response is inefficient, or paradoxically leads to tissue damage, both parasite load and immune-mediated inflammation increase. By contrast, a well executed immune response, in which parasite burden is lowered and inflammatory consequences are kept to a minimum, results in reduced tissue damage [Ref1356:Rassi et al., 2010].",,
119,Mycobacterium avium,1764,,,G+ bacterium,,,,,,+
120,Chlamydophila psittaci,83554,"Respiratory psittacosis, avian chlamydiosis","C. psittaci serovar A is endemic among psittacine birds and has caused sporadic zoonotic disease in humans, other mammals and tortoises. Serovar B is endemic among pigeons, has been isolated from turkeys, and has also been identified as the cause of abortion in a dairy herd. Serovars C and D are occupational hazards for slaughterhouse workers and for people in contact with birds. Serovar E isolates (known as Cal-10, MP or MN) have been obtained from a variety of avian hosts worldwide and, although they were associated with the 1920sâ€“1930s outbreak in humans, a specific reservoir for serovar E has not been identified. The M56 and WC serovars were isolated during outbreaks in mammals [Ref1408:Wiki: Chlamydophila psittaci]",G- bacterium,VO_0012239,,VO_0010839,"C. psittaci in birds is often systemic and infections can be inapparent, severe, acute or chronic with intermittent shedding. C. psittaci strains in birds infect mucosal epithelial cells and macrophages of the respiratory tract. Septicaemia eventually develops and the bacteria become localized in epithelial cells and macrophages of most organs, conjunctiva, and gastrointestinal tract. It can also be passed in the eggs. Stress will commonly trigger onset of severe symptoms, resulting in rapid deterioration and death.
C. psittaci It exists as an elementary body (EB) in between hosts. The EB is not biologically active, but is resistant to environmental stresses and can survive outside a host. The EB travels from an infected bird to the lungs of an uninfected bird or person in small droplets, and is responsible for infection. Once in the lungs, the EB is taken up by cells in a pouch called an endosome by a process called phagocytosis. However, the EB is not destroyed by fusion with lysosomes, as is typical for phagocytosed material. Instead, it transforms into a reticulate body and begins to replicate within the endosome. The reticulate bodies must use some of the host's cellular machinery to complete its replication. The reticulate bodies then convert back to elementary bodies, and are released back into the lung, often after causing the death of the host cell. The EBs are thereafter able to infect new cells, either in the same organism or in a new host [Ref1408:Wiki: Chlamydophila psittaci].",,-
121,Burkholderia pseudomallei,28450,Melioidosis,B. pseudomallei infects humans and animals and causes the disease melioidosis. It is also capable of infecting plants [Ref1554:Wiki: B. pseudomallei].,G- bacterium,VO_0012245,,VO_0010840,"B. pseudomallei is an ""accidental pathogen"". It is an environmental organism that has no requirement to pass through an animal host in order to replicate. From the point of view of the bacterium, human infection is an evolutionary ""dead end"". B. pseudomallei is able to invade cells, polymerise actin and to spread from cell to cell, causing cell fusion and the formation of multinucleate giant cells [Ref1554:Wiki: B. pseudomallei].",,-
122,Western equine encephalomyelitis virus,11039,Western equine encephalomyelitis (WEE),,virus,VO_0012285,,VO_0010841,,,n
123,Cryptosporidium parvum,5807,Cryptosporidiosis,"Cryptosporidiosis is an enteric diarrheal disease caused mainly by Cryptosporidium parvum, an obligate intracellular protozoan parasite of the intestinal epithelium that infects a variety of mammalian species, including rodents, livestock, and humans [Ref1367:Ehigiator et al., 2007].",parasite,VO_0012211,,VO_0010842,"Invasion of the apical tip of ileal enterocytes by sporozoites and merozoites causes pathology seen in the disease. Infection is generally self-limiting in immunocompetent people. In immunocompromised patients, such as those with AIDS or those undergoing immunosuppressive therapy, infection may not be self-limiting, leading to dehydration and, in severe cases, death [Ref1413:Wiki: Cryptosporidium parvum].","Cryptosporidium sp. infection induces both cellular and humoral immune responses in infected hosts, but protection is mediated primarily through cellular immunity [Ref1367:Ehigiator et al., 2007].",
124,Ricin toxin of Ricinus communis,3988,Ricin poisoning,,other,,,,,,n
125,Hendra virus,63330,Hendra virus disease,"Hendra virus (HeV) is a highly pathogenic paramyxoviruses that continues to cause morbidity and mortality in animals and humans. Flying foxes in the genus Pteropus are considered to be the natural reservoir for both viruses and their geographic distribution encompasses all locations where HeV  outbreaks have occurred. HeV has appeared sporadically in Australia since 1994 where infection has been predominantly in horses, although human infection has also occurred [Ref1370:McEachern et al., 2008].",virus,VO_0012233,,VO_0010843,,,n
126,Dengue Virus,12637,Dengue Fever,"Dengue is transmitted to humans by Aedes mosquitoes, mainly Aedes aegypti. There is no animal model of disease that mimics the disease in humans [Ref1550:Martina et al., 2009].",virus,VO_0012251,,VO_0010844,"During the feeding of mosquitoes on humans, DENV is presumably injected into the bloodstream, with spillover in the epidermis and dermis, resulting in infection of immature Langerhans cells (epidermal dendritic cells [DC]), and keratinocytes. Infected cells then migrate from site of infection to lymph nodes, where monocytes and macrophages are recruited, which become targets of infection. Consequently, infection is amplified and virus is disseminated through the lymphatic system. As a result of this primary viremia, several cells of the mononuclear lineage, including blood-derived monocytes, myeloid DC, and splenic and liver macrophages are infected [Ref1550:Martina et al., 2009].","In most acute virus infection models, the presence of antibodies, both neutralizing and nonneutralizing, correlates with control, elimination, and eventually protection [Ref1550:Martina et al., 2009].",n
127,Nipah virus,121791,Nipah virus disease,"Humans and pigs can be infected with the virus as well as hamsters which serve as an animal model of disease [Ref1375:Guillaume et al., 2004].  Pteropid fruit bats are the primary reservoir of Nipah virus [Ref1415:Wiki: Nipah virus].",virus,VO_0012232,,VO_0010845,,,n
108,Rickettsia spp,780,"Spotted Fever, Typhus",Rickettsia are generally carried by ticks and fleas and can be transmitted to humans and other warm-blooded mammals [Ref1447:Wiki: Rickettsia].,G- bacterium,VO_0012219,,VO_0010846,"All rickettsial infections begin with introduction of the organisms into the skin, either through a tick bite or cutaneous abrasions contaminated by flea or louse feces. Rickettsiae enter dermal cells including endothelium and proliferate locally intracellularly with endothelial cell-to-cell spread for most SFG rickettsioses resulting in an eschar or tache noire, a zone of dermal and epidermal necrosis approximately 1 cm in diameter with a surrounding zone of erythema. Eschars do not occur in epidemic and murine typhus and are rarely observed in Rocky Mountain spotted fever [Ref1463:Textbook of Bacteriology].","Rickettsial infection stimulates an early innate immune response with activation of natural killer cells and production of gamma interferon (gamma IFN), which act in concert to dampen rickettsial growth. Acquired immunity develops with clonal expansion of CD4 and CD8 T lymphocytes as well as antibody-producing B cells. Clearance of intraendothelial rickettsiae is achieved by rickettsicidal effects due to cytokine activation of the infected endothelial cells themselves. Cell mediated immunity (CMI) plays an important role as expected in infection by an intracellular parasite, but antibodies (including those directed at epitopes of OmpA and OmpB) also play a role in protective immunity [Ref1463:Textbook of Bacteriology].",-
109,Bordetella pertussis,520,Whooping Cough,"Animal models of pertussis include primates, rats, mice, and rabbits [Ref1530:Salyers and Whitt., 2002].",G- bacterium,VO_0012192,,VO_0010847,"The bacterium contains a surface protein, filamentous hemagglutinin, which binds to sulfatides that are found on cilia of epithelial cells. Once anchored, the bacterium produces tracheal cytotoxin, which stops the cilia from beating. This prevents the cilia from clearing debris from the lungs, so the body responds by sending the host into a coughing fit. These coughs expel some bacteria into the air, which are free to infect other hosts. Bordetella pertussis has the ability to inhibit the function of the host's immune system. Two toxins, known as the pertussis toxin (or PTx) and adenylate cyclase (CyaA), are responsible for this inhibition. CyaA converts ATP to cyclic AMP, and PTx inhibits an intracellular protein that regulates this process. The end result is that phagocytes convert too much ATP to cyclic AMP, which can cause disturbances in cellular signaling mechanisms, and prevent phagocytes from correctly responding to an infection [Ref1409:Wiki: Bordetella pertussis].","Acellular pertussis vaccines are effective in providing immunity to whooping cough, by stimulating antibodies to pertussis toxins, as well as an adhesin [Ref1530:Salyers and Whitt., 2002].",-
